timestep,neuron Brick-0.0,neuron Brick-0.1,neuron Brick-0.2,neuron Brick-0.3,neuron Brick-0.4,neuron Brick-0.5,neuron Brick-0.6,neuron Brick-0.7,neuron Brick-0.8,neuron Brick-0.9,neuron Brick-0.10,neuron Brick-0.11,neuron Brick-0.12,neuron Brick-0.13,neuron Brick-0.14,neuron Brick-0.15,neuron Brick-0.16,neuron Brick-0.17,neuron Brick-0.18,neuron Brick-0.19,neuron Brick-0.20,neuron Brick-0.21,neuron Brick-0.22,neuron Brick-0.23,neuron Brick-0.24,neuron Brick-0.25,neuron Brick-0.26,neuron Brick-0.27,neuron Brick-0.28,neuron Brick-0.29,neuron Brick-0.30,neuron Brick-0.31,neuron Brick-0.32,neuron Brick-0.33,neuron Brick-0.34,neuron Brick-0.35,neuron Brick-0.36,neuron Brick-0.37,neuron Brick-0.38,neuron Brick-0.39,neuron Brick-0.40,neuron Brick-0.41,neuron Brick-0.42,neuron Brick-0.43,neuron Brick-0.44,neuron Brick-0.45,neuron Brick-0.46,neuron Brick-0.47,neuron Brick-0.48,neuron Brick-0.49,neuron Brick-0.50,neuron Brick-0.51,neuron Brick-0.52,neuron Brick-0.53,neuron Brick-0.54,neuron Brick-0.55,neuron Brick-0.56,neuron Brick-0.57,neuron Brick-0.58,neuron Brick-0.59,neuron Brick-0.60,neuron Brick-0.61,neuron Brick-0.62,neuron Brick-0.63,neuron Brick-0.64,neuron Brick-0.65,neuron Brick-0.66,neuron Brick-0.67,neuron Brick-0.68,neuron Brick-0.69,neuron Brick-0.70,neuron Brick-0.71,neuron Brick-0.72,neuron Brick-0.73,neuron Brick-0.74,neuron Brick-0.75,neuron Brick-0.76,neuron Brick-0.77,neuron Brick-0.78,neuron Brick-0.79,neuron Brick-0.80,neuron Brick-0.81,neuron Brick-0.82,neuron Brick-0.83,neuron Brick-0.84,neuron Brick-0.85,neuron Brick-0.86,neuron Brick-0.87,neuron Brick-0.88,neuron Brick-0.89,neuron Brick-0.90,neuron Brick-0.91,neuron Brick-0.92,neuron Brick-0.93,neuron Brick-0.94,neuron Brick-0.95,neuron Brick-0.96,neuron Brick-0.97,neuron Brick-0.98,neuron Brick-0.99,neuron Brick-0.100,neuron Brick-0.101,neuron Brick-0.102,neuron Brick-0.103,neuron Brick-0.104,neuron Brick-0.105,neuron Brick-0.106,neuron Brick-0.107,neuron Brick-0.108,neuron Brick-0.109,neuron Brick-0.110,neuron Brick-0.111,neuron Brick-0.112,neuron Brick-0.113,neuron Brick-0.114,neuron Brick-0.115,neuron Brick-0.116,neuron Brick-0.117,neuron Brick-0.118,neuron Brick-0.119,neuron Brick-0.120,neuron Brick-0.121,neuron Brick-0.122,neuron Brick-0.123,neuron Brick-0.124,neuron Brick-0.125,neuron Brick-0.126,neuron Brick-0.127,neuron Brick-0.128,neuron Brick-0.129,neuron Brick-0.130,neuron Brick-0.131,neuron Brick-0.132,neuron Brick-0.133,neuron Brick-0.134,neuron Brick-0.135,neuron Brick-0.136,neuron Brick-0.137,neuron Brick-0.138,neuron Brick-0.139,neuron Brick-0.140,neuron Brick-0.141,neuron Brick-0.142,neuron Brick-0.143,neuron Brick-0.144,neuron Brick-0.145,neuron Brick-0.146,neuron Brick-0.147,neuron Brick-0.148,neuron Brick-0.149,neuron Brick-0.150,neuron Brick-0.151,neuron Brick-0.152,neuron Brick-0.153,neuron Brick-0.154,neuron Brick-0.155,neuron Brick-0.156,neuron Brick-0.157,neuron Brick-0.158,neuron Brick-0.159,neuron Brick-0.160,neuron Brick-0.161,neuron Brick-0.162,neuron Brick-0.163,neuron Brick-0.164,neuron Brick-0.165,neuron Brick-0.166,neuron Brick-0.167,neuron Brick-0.168,neuron Brick-0.169,neuron Brick-0.170,neuron Brick-0.171,neuron Brick-0.172,neuron Brick-0.173,neuron Brick-0.174,neuron Brick-0.175,neuron Brick-0.176,neuron Brick-0.177,neuron Brick-0.178,neuron Brick-0.179,neuron Brick-0.180,neuron Brick-0.181,neuron Brick-0.182,neuron Brick-0.183,neuron Brick-0.184,neuron Brick-0.185,neuron Brick-0.186,neuron Brick-0.187,neuron Brick-0.188,neuron Brick-0.189,neuron Brick-0.190,neuron Brick-0.191,neuron Brick-0.192,neuron Brick-0.193,neuron Brick-0.194,neuron Brick-0.195,neuron Brick-0.196,neuron Brick-0.197,neuron Brick-0.198,neuron Brick-0.199,
266,89,93,64,94,46,63,93,49,94,97,35,74,92,63,1,24,67,9,2,91,25,61,5,61,64,23,19,20,13,67,3,85,98,44,89,67,84,95,99,67,91,67,80,66,65,99,93,13,71,64,11,94,91,83,67,89,57,88,1,90,91,81,88,68,75,78,16,59,11,73,55,82,85,70,15,66,13,31,14,24,62,58,25,75,98,90,60,8,69,26,65,64,99,82,60,5,68,99,60,66,69,31,65,15,4,6,16,96,91,7,83,0,86,89,70,93,9,58,34,5,30,9,42,77,99,45,90,0,66,94,74,53,16,25,92,66,97,97,82,87,80,92,2,64,98,98,8,16,24,91,14,86,98,80,90,5,91,86,69,23,50,6,80,9,63,97,6,35,32,99,6,90,86,71,99,14,91,68,6,10,93,47,18,18,41,83,3,89,0,68,93,99,90,73,95,69,79,7,70,17,
267,91,94,65,95,47,64,94,50,96,0,36,75,94,65,3,26,68,12,4,93,28,62,6,63,66,24,20,22,15,68,4,87,0,46,92,68,85,96,0,68,94,68,81,67,66,0,94,15,72,66,12,95,94,85,68,90,58,89,3,92,92,82,91,69,76,79,17,60,13,74,58,83,86,72,18,68,15,32,15,25,63,59,28,76,0,92,61,9,70,27,67,66,0,83,61,8,69,0,61,69,71,33,69,17,5,7,17,97,92,9,84,2,87,91,71,94,10,60,35,7,33,10,43,79,0,46,91,2,69,97,76,55,18,28,94,70,0,99,83,89,82,95,3,66,0,99,10,17,27,94,16,87,0,82,91,6,93,89,70,24,51,7,81,12,65,0,9,36,33,0,9,92,89,72,0,17,92,69,8,12,94,48,20,19,43,84,5,91,2,70,94,0,91,74,97,71,81,9,71,20,
268,97,98,68,99,49,68,98,52,98,3,39,78,99,68,8,29,70,15,7,97,32,65,11,67,69,30,26,26,17,72,9,89,4,49,98,73,89,0,4,72,97,72,84,72,68,5,99,21,74,69,15,97,97,88,72,98,63,97,6,97,95,86,97,75,80,82,19,61,17,78,62,86,88,75,22,73,18,40,21,28,68,62,35,79,3,97,64,14,74,31,75,70,3,85,64,10,72,5,65,71,74,36,73,24,9,11,23,0,98,13,88,5,93,97,74,98,13,63,40,9,37,14,50,81,2,48,95,10,70,0,79,58,24,30,98,72,4,0,86,96,84,98,8,69,5,0,13,21,34,97,18,90,3,86,96,9,98,95,72,29,55,14,84,15,70,5,14,40,38,2,12,97,94,79,4,22,98,73,12,15,97,51,25,26,51,87,7,95,5,75,98,3,95,76,99,73,86,11,73,22,
269,99,99,70,0,51,69,99,53,0,6,42,79,0,71,9,30,72,16,10,0,33,67,13,69,71,32,28,27,22,74,11,91,6,52,0,75,90,1,7,74,0,74,86,74,69,6,0,25,76,73,19,99,98,89,75,0,64,98,8,98,99,88,98,76,82,85,21,62,18,80,64,87,89,77,23,76,20,42,23,29,71,64,36,84,4,98,67,17,77,32,76,72,5,87,68,12,73,6,67,73,75,37,74,26,10,13,24,2,99,16,90,9,95,99,75,0,15,65,42,14,39,17,52,83,3,50,98,12,71,1,80,60,27,33,99,76,6,1,88,99,86,0,11,71,7,3,16,23,36,99,21,92,4,87,97,11,99,98,75,33,57,15,86,17,71,7,16,42,40,3,14,99,96,80,6,26,0,74,13,17,0,53,26,27,52,88,9,98,8,78,0,5,97,77,0,76,88,12,74,23,
270,0,0,71,1,54,72,0,56,6,12,44,82,6,74,13,35,77,19,14,3,39,73,19,71,76,37,35,32,26,75,16,93,10,55,2,78,94,6,10,76,5,78,90,78,73,9,1,29,80,76,25,0,0,92,76,4,69,0,11,0,0,91,0,81,84,90,25,65,21,86,66,88,93,80,26,82,24,47,28,35,73,69,40,87,8,0,70,20,78,37,80,74,11,89,69,17,77,10,72,75,79,43,76,31,18,15,28,7,0,21,93,12,98,0,79,3,19,69,46,20,43,23,53,88,7,52,0,13,74,6,82,64,30,38,0,79,11,7,92,0,91,6,12,75,10,6,20,29,40,0,24,95,8,90,0,14,0,99,81,36,59,21,89,21,73,11,19,43,48,7,16,0,0,84,11,28,1,77,18,24,6,54,28,32,55,91,13,0,11,80,3,7,0,80,2,80,91,17,77,26,
271,2,6,74,8,56,75,6,60,13,19,53,89,13,80,19,46,82,23,21,7,44,78,24,74,84,40,42,41,30,82,21,99,13,59,6,82,96,12,14,80,11,86,95,80,78,17,10,36,84,80,32,4,5,97,82,9,76,2,16,5,5,98,6,84,91,97,33,71,28,89,72,90,99,85,30,87,31,51,32,40,79,74,42,93,15,7,73,24,84,42,89,78,16,91,72,26,83,16,76,80,86,49,79,36,22,22,36,13,5,26,97,15,0,5,81,9,27,72,53,26,47,29,62,90,17,56,5,18,81,11,86,70,33,43,3,86,19,10,97,4,97,13,16,78,15,11,22,36,46,4,31,99,12,94,3,20,5,0,87,42,68,26,96,25,78,17,21,51,57,14,21,4,2,91,16,35,7,82,21,30,8,57,35,42,59,97,23,4,19,85,8,12,4,84,10,83,98,24,82,32,
272,3,7,75,9,58,77,7,61,15,20,54,90,14,81,21,47,84,24,22,9,45,79,26,75,85,41,43,42,32,83,22,0,14,60,7,83,98,14,15,82,12,87,96,81,79,18,11,38,86,81,34,5,7,98,83,11,77,4,17,6,6,99,8,85,92,98,35,72,30,90,73,91,0,86,32,89,32,53,33,41,80,75,44,94,17,9,74,25,85,43,90,79,18,92,73,27,84,17,77,81,87,51,80,38,24,23,38,14,7,27,98,17,2,7,83,10,29,73,55,29,49,31,64,91,18,57,6,19,82,13,87,71,36,44,4,87,21,11,99,5,99,14,17,79,16,13,23,37,47,5,32,0,14,96,4,22,6,1,89,43,69,27,97,26,80,18,22,52,58,15,22,6,3,92,17,36,8,83,23,31,11,59,37,44,60,98,24,5,20,86,10,13,5,85,11,84,99,25,83,33,
273,4,9,76,11,60,79,9,62,16,21,55,91,16,82,22,49,85,25,23,10,46,80,27,76,86,42,45,43,34,84,24,2,15,61,8,86,99,15,17,85,13,88,98,82,80,19,12,40,88,82,37,6,8,0,84,12,79,5,18,8,7,0,10,87,94,99,36,73,31,92,74,93,1,88,33,90,33,54,35,43,81,76,46,97,19,10,77,27,87,46,91,81,19,94,75,28,86,18,78,82,89,52,81,40,27,24,40,16,9,28,0,19,4,9,85,12,30,75,56,30,50,34,66,92,19,58,8,20,84,14,89,72,37,46,5,88,23,13,0,7,0,16,18,80,19,16,26,39,49,7,34,2,15,98,6,23,8,2,91,45,71,28,98,29,81,19,25,54,60,16,25,7,4,93,19,37,9,87,24,32,13,61,38,45,61,0,26,6,21,87,11,16,7,87,12,86,0,27,84,34,
274,7,11,78,14,63,80,11,63,18,24,57,93,18,84,26,52,88,27,29,12,48,83,29,80,89,45,50,44,37,87,26,5,16,66,10,88,0,19,20,86,16,91,0,85,82,20,14,43,90,83,39,9,10,2,86,13,81,7,20,11,8,2,14,89,96,0,40,75,34,94,75,94,4,89,36,93,36,56,39,45,86,78,48,98,22,11,78,30,89,51,92,83,22,97,76,29,89,20,79,83,92,55,82,42,29,28,43,20,11,30,2,21,6,12,87,14,32,77,58,32,53,35,69,94,20,60,9,25,86,17,90,73,40,49,9,90,26,14,4,9,2,17,22,81,21,17,31,41,52,10,37,5,17,99,8,25,10,3,94,47,75,31,99,30,82,22,27,57,63,20,29,8,7,94,22,40,10,90,26,34,16,63,39,48,63,1,28,8,23,88,14,21,10,89,14,88,3,29,86,37,
275,9,13,80,15,65,81,13,64,19,25,58,96,20,85,27,54,89,28,30,14,49,84,30,81,90,48,53,47,38,89,28,6,18,68,11,90,1,20,22,87,17,92,1,87,83,22,15,45,91,84,40,10,11,4,87,14,82,8,22,12,9,3,15,90,98,1,41,77,36,97,78,98,6,90,38,94,38,58,41,46,87,79,49,99,23,12,79,33,92,53,93,84,23,98,78,31,90,22,80,85,94,58,84,45,32,29,46,22,12,32,4,22,9,13,90,16,33,80,60,33,54,36,72,96,22,62,10,26,88,20,91,74,41,51,11,92,28,15,5,11,4,18,24,82,23,20,33,43,53,11,39,6,18,0,9,27,11,5,95,48,77,32,0,32,83,25,29,58,66,21,31,9,8,96,23,42,11,91,28,37,17,64,40,49,65,3,29,10,24,89,15,23,11,90,16,89,4,30,87,39,
276,10,14,81,17,66,82,14,65,20,26,59,97,21,86,29,56,90,30,31,16,50,86,33,82,91,49,54,48,39,91,30,9,19,71,12,93,2,22,23,88,18,93,2,89,84,24,16,47,92,85,41,11,13,6,88,16,84,9,24,13,11,4,16,92,0,3,44,78,37,98,79,0,9,92,39,95,40,60,43,47,88,81,50,0,25,14,80,35,93,55,94,85,24,99,79,32,91,24,81,86,95,59,86,47,33,30,47,25,14,33,6,24,10,14,91,17,35,82,62,35,56,37,73,97,23,63,11,27,90,21,92,75,42,53,12,94,30,16,6,12,5,19,25,83,24,21,34,44,54,12,40,7,19,1,10,29,12,6,98,50,78,34,1,33,85,27,30,59,67,23,32,11,9,97,24,43,12,92,29,38,19,66,42,51,67,4,30,12,26,90,17,25,12,91,17,90,6,31,89,42,
277,13,16,82,21,67,83,18,66,23,28,61,0,22,88,30,57,91,31,32,18,53,87,34,84,93,51,55,50,40,92,31,11,20,73,13,95,3,24,24,90,19,95,5,90,85,26,18,49,95,87,42,14,14,7,89,17,85,10,26,15,13,6,17,94,2,5,47,79,38,0,81,2,10,93,42,96,42,61,45,50,89,83,51,1,27,16,81,36,94,57,95,88,25,0,80,34,92,26,82,88,96,61,88,49,35,31,49,28,16,35,8,25,12,15,92,18,38,83,65,38,59,38,76,98,24,65,12,28,92,23,94,76,44,54,13,96,33,18,8,13,6,20,26,85,25,22,36,45,55,14,43,8,21,2,11,31,14,8,0,53,81,35,2,34,86,28,31,61,68,24,33,13,10,98,27,44,13,93,32,40,20,68,43,53,69,6,32,14,28,91,19,26,13,92,18,91,9,33,90,44,
278,14,20,85,23,69,84,20,68,24,29,65,2,24,90,32,60,93,33,34,19,57,89,36,86,94,53,58,52,41,93,33,12,23,74,16,97,4,25,26,91,20,97,6,93,87,28,20,50,98,88,44,16,16,10,90,19,86,12,29,17,14,7,19,95,3,7,49,80,39,3,82,3,13,94,45,98,45,62,47,51,90,84,54,2,29,18,83,37,97,59,96,90,28,2,81,36,93,27,85,89,98,63,89,51,37,34,50,30,17,36,9,26,14,16,93,20,40,84,69,41,61,41,77,0,26,67,14,29,94,24,97,77,46,55,14,98,34,20,11,14,7,21,28,87,27,23,38,46,58,15,44,9,23,3,15,34,16,9,2,56,83,38,5,36,87,30,34,64,70,25,34,15,12,99,29,47,16,97,34,43,22,69,44,55,71,8,34,16,30,93,20,27,15,94,19,92,10,36,92,45,
279,15,21,86,24,70,85,21,69,25,31,66,3,25,91,33,61,95,34,35,20,59,90,37,87,95,54,59,54,42,94,34,13,24,75,17,99,5,26,27,93,21,98,7,94,88,29,21,51,99,89,46,17,17,11,92,20,87,13,30,19,15,8,20,96,4,8,50,81,41,4,84,4,14,95,46,99,46,64,48,52,91,85,55,3,30,20,84,38,99,61,97,91,30,3,82,38,94,28,86,90,99,64,90,53,39,35,51,31,18,38,11,27,15,18,94,21,41,85,70,42,62,43,79,1,28,68,15,31,95,25,98,78,47,56,15,99,35,21,12,15,9,22,29,88,29,24,39,47,59,17,45,11,24,4,16,35,17,10,3,57,84,39,6,37,88,31,35,65,71,26,35,16,13,0,30,49,17,98,36,44,23,70,46,56,72,9,36,17,31,94,21,28,16,95,20,93,11,37,93,46,
280,16,22,87,25,71,86,22,70,27,32,67,4,27,92,34,62,96,36,36,21,60,91,38,88,96,55,60,56,43,95,35,14,26,77,18,0,6,27,28,95,23,99,8,95,89,30,22,52,0,90,47,18,18,12,93,21,88,14,32,20,16,9,21,98,5,9,51,82,43,5,85,6,15,96,47,0,47,65,49,54,92,86,57,4,31,21,85,39,0,63,98,92,31,4,83,40,96,29,87,91,0,65,91,54,40,37,52,32,20,39,12,28,16,19,95,22,43,86,71,43,63,44,80,2,29,69,16,32,96,26,0,79,48,58,16,0,37,22,13,16,10,23,30,89,31,26,40,48,60,18,46,13,25,5,18,36,18,11,4,58,85,40,7,38,89,33,37,66,72,27,36,17,15,1,31,50,18,99,37,45,25,71,47,57,73,10,38,18,32,95,23,29,17,96,21,95,12,39,94,47,
281,17,23,89,26,73,88,23,74,29,34,71,8,30,96,37,65,98,40,38,25,62,93,41,91,99,58,63,58,45,98,37,17,29,80,21,2,8,29,29,97,27,0,10,97,91,32,25,55,4,92,48,22,21,14,94,23,90,16,34,23,19,11,23,99,7,10,54,85,46,8,87,8,16,99,49,2,50,66,53,56,93,88,61,7,33,23,87,41,2,66,99,96,32,6,84,43,99,32,89,93,2,69,93,58,45,38,54,34,21,43,13,31,19,22,98,25,44,88,74,46,64,48,84,5,33,70,20,34,98,29,1,81,54,61,17,2,38,26,15,17,12,26,34,91,33,29,43,52,63,20,49,14,27,7,19,37,19,13,6,60,88,43,8,40,92,35,40,70,73,31,41,19,16,2,34,52,19,0,38,48,26,73,50,58,74,12,42,19,33,99,25,31,19,98,26,99,15,43,96,48,
282,18,26,90,27,75,89,24,76,30,36,73,10,32,97,38,67,99,41,40,28,63,94,42,92,0,59,64,59,46,0,39,20,32,81,22,3,9,30,31,99,29,1,11,99,92,33,26,56,5,93,49,23,23,15,95,25,92,18,35,24,21,13,24,0,9,11,57,86,47,10,88,11,18,0,50,5,51,68,54,58,94,89,62,8,35,24,90,42,3,68,0,97,34,7,85,45,0,33,91,94,4,71,94,60,46,39,55,35,24,44,14,32,20,23,99,26,45,89,76,47,65,49,87,6,35,72,21,36,99,30,2,82,57,62,20,3,39,27,16,19,13,27,36,92,35,30,44,54,66,22,50,15,28,8,22,39,21,15,7,63,90,45,9,42,93,36,41,71,74,32,43,20,17,3,36,54,22,1,39,49,27,74,51,60,75,13,44,21,34,0,26,32,20,99,27,0,16,45,98,50,
283,19,28,94,29,78,93,27,79,31,38,77,13,34,99,40,69,0,44,45,31,66,97,47,95,2,61,66,61,50,1,42,22,34,84,26,5,14,32,37,0,31,3,13,0,96,34,27,58,8,96,51,25,27,19,98,27,94,19,38,27,24,15,27,2,11,13,60,88,50,12,89,14,20,3,54,6,55,72,55,61,97,92,65,13,39,26,93,46,7,72,2,98,38,9,87,48,3,36,95,95,6,73,98,62,48,42,58,38,25,47,17,34,22,25,0,30,49,92,77,48,68,52,91,9,37,74,22,40,0,35,6,84,60,63,22,5,42,31,19,23,16,31,39,94,37,32,48,56,68,25,53,19,29,11,24,43,25,19,8,66,92,51,13,44,96,38,45,75,76,33,45,23,21,5,38,58,26,2,44,53,28,78,56,64,79,14,47,22,36,2,27,36,22,0,31,1,17,48,0,53,
284,22,31,97,31,80,95,28,82,34,39,78,16,36,0,43,71,4,45,48,32,69,98,49,96,4,64,69,62,53,3,45,24,37,89,28,7,15,36,38,2,32,5,16,4,97,37,29,59,10,98,52,26,29,20,0,29,98,21,40,30,26,17,30,3,16,14,61,90,51,14,92,17,22,4,57,8,58,74,57,64,99,94,67,15,41,28,95,47,8,74,6,0,40,11,90,50,4,38,97,97,9,76,99,64,52,45,59,41,27,50,19,37,23,27,4,31,52,93,78,51,72,55,92,11,39,80,25,43,2,38,8,86,64,64,23,7,43,34,24,25,17,35,42,98,40,34,50,58,69,26,54,23,33,14,25,44,28,22,11,71,95,54,16,47,98,42,47,78,77,35,46,26,22,11,42,60,29,3,46,57,29,79,58,68,83,16,48,26,38,6,32,40,26,5,33,6,20,50,4,55,
285,23,33,98,33,82,97,31,85,35,40,80,17,38,1,44,73,5,46,50,33,70,99,51,97,5,66,70,64,54,6,46,26,39,91,30,8,16,40,40,4,34,7,17,6,98,40,31,60,13,99,54,27,30,21,1,31,99,22,42,31,27,20,31,5,19,16,64,92,52,15,94,19,24,7,58,9,61,75,58,65,0,97,69,18,42,30,96,49,9,75,8,1,41,13,91,51,5,40,98,99,11,79,0,65,55,48,60,43,28,52,22,39,24,28,6,32,53,94,80,52,73,57,94,13,40,82,27,44,4,40,10,87,65,65,25,10,45,35,26,26,18,36,43,0,43,35,51,59,71,27,57,24,34,16,26,46,29,23,12,74,97,56,19,50,0,43,50,80,78,38,48,28,23,13,44,63,30,5,48,58,30,81,59,69,85,18,49,28,40,8,33,42,27,7,37,7,21,51,5,56,
286,24,35,0,36,84,99,32,87,37,44,82,18,40,3,46,74,8,47,52,34,72,0,52,98,6,68,72,66,56,7,48,28,42,92,32,9,17,42,41,6,36,10,18,8,0,43,33,64,14,0,56,28,31,22,5,34,0,25,45,32,30,23,33,7,20,17,67,94,54,16,96,21,26,8,59,10,64,77,59,66,3,98,71,19,43,31,97,52,11,77,9,2,44,14,94,52,6,41,99,0,12,80,2,68,57,50,62,46,29,54,24,41,25,29,8,34,56,95,82,54,74,58,97,14,41,83,29,47,5,42,12,89,66,66,27,12,46,38,27,28,20,38,45,2,44,36,54,60,74,28,58,25,35,18,28,47,30,25,13,77,0,58,20,53,1,44,52,83,80,40,50,31,25,16,46,64,32,7,50,60,32,82,60,70,88,19,51,29,41,9,35,43,29,9,39,10,23,52,7,58,
287,27,37,2,39,85,0,35,88,42,46,86,21,43,5,49,77,9,51,55,36,73,1,55,0,8,70,75,69,59,9,51,31,45,95,34,12,20,44,44,7,38,12,19,11,2,45,35,67,15,1,59,30,32,24,7,36,1,27,46,34,33,25,34,8,22,19,68,96,57,18,97,23,28,9,61,13,65,82,62,70,4,0,73,22,46,34,98,54,14,80,10,3,46,16,96,54,9,45,0,4,14,82,3,70,61,55,65,49,33,56,28,45,26,32,10,39,58,97,86,56,76,59,99,15,44,87,30,50,7,44,17,90,69,69,29,15,48,40,28,30,22,40,48,5,49,37,55,63,78,30,60,26,39,19,29,50,33,27,15,81,5,60,22,57,2,46,55,84,84,42,53,32,27,17,49,68,34,8,51,62,34,85,61,74,91,20,52,32,42,11,38,47,33,12,42,13,24,54,9,62,
288,29,40,3,42,86,1,37,90,45,48,87,23,44,7,50,78,12,54,58,38,74,2,57,2,10,71,78,71,61,12,53,34,47,97,38,14,22,46,47,10,39,15,21,12,4,46,38,68,17,3,61,32,33,25,8,38,2,28,48,35,35,29,38,11,24,21,69,97,59,21,98,25,29,12,62,14,67,84,63,72,5,2,74,23,47,38,99,57,15,82,12,5,48,20,0,55,11,46,1,6,17,85,5,72,62,57,67,50,36,57,30,46,27,33,13,40,59,99,89,58,79,60,0,17,47,89,32,53,9,46,19,91,70,72,30,16,50,43,29,33,25,41,50,6,50,38,58,65,80,33,63,27,41,20,30,53,35,28,16,83,7,62,23,59,3,48,57,86,87,43,55,35,28,19,52,70,37,10,52,63,36,86,64,75,93,23,54,33,45,13,39,49,35,15,43,14,27,55,10,65,
289,31,41,4,43,87,2,39,91,46,49,88,25,45,8,52,80,13,56,59,40,75,3,58,4,12,73,80,72,62,14,55,35,48,98,39,16,23,47,48,11,40,16,22,13,5,47,39,69,19,5,62,34,35,27,10,39,3,29,49,36,36,31,39,12,25,22,70,98,61,23,99,26,30,13,64,15,68,85,64,73,6,3,76,24,49,39,0,58,17,83,13,7,50,21,1,57,12,47,2,8,18,87,6,73,63,59,68,52,37,58,31,47,30,34,15,41,60,0,92,59,80,61,2,18,49,90,33,54,11,47,21,92,72,73,31,18,51,45,30,34,26,42,52,8,51,40,61,66,82,34,64,28,43,22,31,54,36,29,18,84,9,63,24,60,4,49,60,87,88,44,56,36,29,20,53,71,39,11,53,64,38,87,65,76,94,24,55,35,46,14,41,50,36,17,44,15,29,57,12,66,
290,32,42,5,44,88,3,40,92,47,50,90,26,46,9,53,81,16,58,60,42,76,5,60,5,14,75,81,73,63,15,57,36,50,99,40,17,25,48,50,13,41,17,23,14,7,49,41,70,21,8,63,36,36,29,11,41,4,30,50,38,37,32,40,15,26,24,73,99,64,24,0,27,31,14,66,16,69,87,65,74,8,4,79,26,51,41,2,59,18,84,14,8,51,22,2,59,13,48,4,9,19,88,7,75,65,60,71,54,38,59,33,49,31,36,16,43,62,1,93,60,82,62,3,19,50,92,34,55,12,48,22,93,73,74,32,19,52,46,31,36,27,43,54,9,52,41,63,68,84,35,67,29,46,23,32,57,37,30,20,85,10,65,25,61,5,51,61,88,89,45,57,38,31,22,54,72,41,14,54,65,40,88,66,77,97,26,56,36,47,17,43,52,37,18,45,16,30,58,13,68,
291,33,43,6,46,89,4,41,93,48,51,91,27,47,10,54,82,18,59,61,43,77,6,61,6,15,76,82,74,64,16,58,37,51,0,41,18,26,49,52,14,42,18,24,15,8,50,42,71,22,9,64,37,37,30,13,42,5,31,51,39,39,33,41,16,27,25,74,0,65,25,1,28,32,15,67,17,70,89,66,75,9,5,81,27,52,42,3,60,19,85,16,9,52,24,4,60,14,49,5,10,20,89,9,77,66,61,72,55,40,60,34,50,33,37,17,44,63,2,95,61,84,63,4,20,52,93,35,57,13,49,23,95,74,75,33,20,53,47,32,38,28,44,55,11,53,42,64,69,85,36,69,30,47,24,34,58,38,31,22,86,11,66,26,62,6,52,62,90,91,46,59,39,32,23,55,73,42,15,55,67,41,89,67,79,99,27,57,37,48,18,45,53,38,19,46,17,31,60,14,69,
292,34,45,8,48,90,6,43,94,50,52,92,28,48,11,56,83,20,60,62,45,80,8,62,8,16,77,83,76,66,17,59,38,52,1,43,19,27,50,53,15,43,19,25,16,10,52,43,73,24,10,65,38,39,31,14,44,6,33,52,40,40,34,43,17,28,26,75,1,67,27,2,29,33,16,68,18,71,90,68,76,10,6,83,28,53,44,4,62,20,86,17,10,53,26,5,62,16,50,6,12,22,91,11,79,68,62,74,56,42,62,35,52,34,39,18,47,66,3,97,63,85,64,5,21,53,94,36,58,15,51,25,96,75,77,34,22,55,49,33,39,29,46,56,12,54,43,65,70,86,37,71,32,49,26,36,60,39,32,23,88,13,67,28,64,7,53,63,92,93,49,61,40,33,24,56,74,43,16,57,69,42,90,68,80,0,28,58,38,49,19,46,54,39,20,47,18,32,61,15,71,
293,35,46,9,49,91,7,44,95,51,53,93,29,49,12,57,85,22,61,63,46,81,9,63,9,17,78,84,78,67,18,60,39,53,3,44,20,28,51,54,17,44,20,26,17,11,53,44,74,25,11,66,39,40,33,15,45,7,35,53,41,41,35,44,18,29,27,76,2,68,28,4,30,34,18,70,19,72,91,70,77,11,7,84,29,54,45,5,63,21,87,18,11,54,28,7,63,17,51,7,13,23,92,12,80,69,63,75,57,43,63,36,53,35,40,19,48,67,4,98,65,86,65,6,22,54,95,37,59,16,52,26,97,76,79,35,23,56,50,34,40,30,48,57,13,56,44,66,72,87,38,72,34,50,27,37,61,41,33,24,89,14,68,29,65,8,54,64,93,94,50,62,41,34,25,57,75,44,17,58,70,43,91,69,81,2,29,59,39,51,20,47,56,41,22,49,19,33,63,17,73,
294,36,47,10,50,92,8,45,96,52,54,94,30,50,13,58,86,23,62,64,47,82,10,64,10,18,79,85,79,68,19,61,40,54,4,45,21,29,52,55,18,45,21,27,18,12,54,45,75,26,12,67,40,41,34,16,46,8,36,54,42,42,36,45,19,30,28,77,3,69,29,5,31,35,19,71,20,73,92,71,78,12,8,85,30,55,46,6,64,22,88,19,12,55,29,8,64,18,52,8,14,24,93,13,81,70,64,76,58,44,64,37,54,36,41,20,49,68,5,99,66,87,66,7,23,55,96,38,60,17,53,27,98,77,80,36,24,57,51,35,41,31,49,58,14,57,45,67,73,88,39,73,35,51,28,38,62,42,34,25,90,15,69,30,66,9,55,65,94,95,51,63,42,35,26,58,76,45,18,59,71,44,92,70,82,3,30,60,40,52,21,48,57,42,23,50,20,34,64,18,74,
